"Source","Target","first_year","last_year"
John William Willoughby Osborne,AI,,
John William Willoughby Osborne,ASL,,
John William Willoughby Osborne,Geological Society,,
John William Willoughby Osborne,India,,
John William Willoughby Osborne,armed services,,
Charles Otto,AI,,
Charles Otto,Denmark,,
Charles Otto,ESL,,
Charles Otto,Phrenological Association,,
Charles Otto,academic,,
Charles Otto,medical,,
Frederick Ouvry,AI,,
Frederick Ouvry,Athenaeum Club,,
Frederick Ouvry,ESL,,
Frederick Ouvry,London,,
Frederick Ouvry,Society of Antiquaries,,
Frederick Ouvry,legal,,
Thomas F Overman,ASL,,
Thomas F Overman,country,,
H  Burnard Owen,ASL,,
H  Burnard Owen,London,,
H  Burnard Owen,Royal Geographical Society,,
H  Burnard Owen,Royal Society of Literature,,
H  Burnard Owen,church,,
H  Burnard Owen,country,,
John Fletcher Owen,AI,,
John Fletcher Owen,ASL,,
John Fletcher Owen,Australia,,
John Fletcher Owen,Ireland,,
John Fletcher Owen,Junior United Service Club,,
John Fletcher Owen,armed services,,
John Fletcher Owen,country,,
Richard Owen,AI,,
Richard Owen,ASL,,
Richard Owen,Athenaeum Club,,
Richard Owen,British Museum,,
Richard Owen,Linnean Society of London,,
Richard Owen,London,,
Richard Owen,Royal College of Surgeons,,
Richard Owen,Royal Society,,
Richard Owen,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Richard Owen,Somersetshire Archaeological and Natural History Society,,
Richard Owen,anatomist,,
Richard Owen,biologist,,
Richard Owen,museum work,,
Richard Owen,palaeontologist,,
Robert Brisco Owen,AI,,
Robert Brisco Owen,ASL,,
Robert Brisco Owen,Linnean Society of London,,
Robert Brisco Owen,Wales,,
Robert Brisco Owen,medical,,
Samuel R J Owen,AI,,
Samuel R J Owen,ASL,,
Samuel R J Owen,India,,
Samuel R J Owen,Linnean Society of London,,
Samuel R J Owen,London,,
Samuel R J Owen,Royal Microscopical Society,,
Samuel R J Owen,armed services,,
Samuel R J Owen,country,,
John Downes Owens,Australia,,
John Downes Owens,ESL,,
John Downes Owens,country,,
John Downes Owens,medical,,
J D V Packman,ASL,,
J D V Packman,Linnean Society of London,,
J D V Packman,country,,
J D V Packman,medical,,
Thomas Page,ESL,,
Thomas Page,engineer,,
Arthur Paget,ESL,,
Henry James Paine,ASL,,
Henry James Paine,Royal College of Surgeons,,
Henry James Paine,Wales,,
Henry James Paine,medical,,
William Paley,ASL,,
William Paley,Medical and Chirurgical Society of London,,
William Paley,Royal College of Physicians,,
William Paley,country,,
William Paley,medical,,
William Gifford Palgrave,AI,,
William Gifford Palgrave,ESL,,
William Gifford Palgrave,Thailand,,
William Gifford Palgrave,Turkey,,
William Gifford Palgrave,academic,,
Silas Palmer,ASL,,
Silas Palmer,British Archaeological Association,,
Silas Palmer,Newbury and District Field Club,,
Silas Palmer,Society of Antiquaries,,
Silas Palmer,archaeologist,,
Silas Palmer,country,,
Silas Palmer,medical,,
Louis Philippe d'Orleans Paris,ASL,,
Louis Philippe d'Orleans Paris,London,,
Louis Philippe d'Orleans Paris,Royal Geographical Society,,
Louis Philippe d'Orleans Paris,aristocracy,,
Matthew Paris,ASL,,
Matthew Paris,London,,
J W Parker,ASL,,
J W Parker,business,,
J W Parker,country,,
Walter Mantell Parker,AI,,
Walter Mantell Parker,ASL,,
Walter Mantell Parker,country,,
Walter Mantell Parker,engineer,,
Walter Mantell Parker,ironmaker,,
Harry Parkes,Athenaeum Club,,
Harry Parkes,ESL,,
Harry Parkes,Japan,,
Harry Parkes,London,,
Harry Parkes,Oriental Club,,
Harry Parkes,diplomacy,,
John Parnell,ASL,,
John Parnell,London,,
J  Charlton Parr,AI,,
J  Charlton Parr,ASL,,
J  Charlton Parr,Junior Carlton Club,,
J  Charlton Parr,country,,
King John Parr,ASL,,
King John Parr,India,,
King John Parr,armed services,,
King John Parr,medical,,
Dashwood G Parry,ASL,,
Dashwood G Parry,business,,
Dashwood G Parry,country,,
A W Parsons,ASL,,
A W Parsons,London,,
T E Partridge,ASL,,
T E Partridge,country,,
Theodore D'Orville Partridge,AI,,
Theodore D'Orville Partridge,ASL,,
Theodore D'Orville Partridge,India,,
Theodore D'Orville Partridge,Mauritius,,
Theodore D'Orville Partridge,Royal College of Physicians Edinburgh,,
Theodore D'Orville Partridge,Royal College of Surgeons,,
Theodore D'Orville Partridge,medical,,
Charles Pasley,Australia,,
Charles Pasley,ESL,,
Charles Pasley,aristocracy,,
Charles Pasley,armed services,,
Charles Pasley,engineer,,
Alexander Paspati,ASL,,
Alexander Paspati,Turkey,,
Alexander Paspati,medical,,
George K H Paterson,ASL,,
George K H Paterson,Royal College of Physicians Edinburgh,,
George K H Paterson,Scotland,,
George K H Paterson,medical,,
Robert Paterson,ASL,,
Robert Paterson,Botanical Society of Edinburgh,,
Robert Paterson,Scotland,,
Robert Paterson,Wernerian Natural History Society,,
Robert Paterson,medical,,
Edmund Patterson,AI,,
Edmund Patterson,Australia,,
Edmund Patterson,ESL,,
B H Paul,ASL,,
B H Paul,Chemical Society,,
B H Paul,London,,
R W Payne,AI,,
R W Payne,ASL,,
R W Payne,country,,
Edward Peacock,ASL,,
Edward Peacock,Society of Antiquaries,,
Edward Peacock,academic,,
Edward Peacock,country,,
Edward Peacock,literary,,
Thomas Bevill Peacock,AI,,
Thomas Bevill Peacock,ASL,,
Thomas Bevill Peacock,London,,
Thomas Bevill Peacock,Medical and Chirurgical Society of London,,
Thomas Bevill Peacock,Royal College of Physicians,,
Thomas Bevill Peacock,medical,,
George Peacocke,ASL,,
George Peacocke,London,,
George Peacocke,Naval and Military Club,,
George Peacocke,armed services,,
George Peacocke,medical,,
Charles Thomas Pearce,ASL,,
Charles Thomas Pearce,London,,
Charles Thomas Pearce,Royal College of Surgeons,,
Charles Thomas Pearce,medical,,
Frederick Edward Pearse,ASL,,
Frederick Edward Pearse,Royal College of Physicians Edinburgh,,
Frederick Edward Pearse,Royal College of Surgeons,,
Frederick Edward Pearse,country,,
Frederick Edward Pearse,medical,,
C H Pearson,Athenaeum Club,,
C H Pearson,ESL,,
C H Pearson,London,,
C H Pearson,academic,,
Alfred Henry Pechell,AI,,
Alfred Henry Pechell,ASL,,
Alfred Henry Pechell,country,,
Alfred Henry Pechell,legal,,
J M Peebles,ASL,,
J M Peebles,Turkey,,
J M Peebles,diplomacy,,
Robert Peel,AI,,
Robert Peel,ASL,,
Robert Peel,Australia,,
Robert Peel,Royal College of Surgeons,,
Robert Peel,medical,,
John Peiser,AI,,
John Peiser,ASL,,
John Peiser,business,,
John Peiser,country,,
W S Pendon,ASL,,
W S Pendon,Ireland,,
W S Pendon,medical,,
William Peppe,AI,,
William Peppe,ASL,,
William Peppe,India,,
Francisco E Pereira,ESL,,
Francisco E Pereira,India,,
Francisco E Pereira,Singapore,,
Francisco E Pereira,legal,,
William Perkins,ASL,,
William Perkins,Argentina,,
William Perkins,Royal Geographical Society,,
William Perkins,business,,
James Perrin,ASL,,
James Perrin,Africa,,
James Perrin,Natal Agricultural and Horticultural Society,,
James Perrin,Natal Society,,
James Perrin,Pietermaritzburg Horticultural Society,,
James Perrin,lexicographer,,
James Perrin,linguist,,
James Perrin,naturalist,,
John Beswick Perrin,ASL,,
John Beswick Perrin,Medical and Chirurgical Society of London,,
John Beswick Perrin,Royal College of Surgeons,,
John Beswick Perrin,country,,
John Beswick Perrin,medical,,
Augustus E G Perrot,ASL,,
Augustus E G Perrot,Africa,,
Augustus E G Perrot,America,,
Erskine Perry,Athenaeum Club,,
Erskine Perry,ESL,,
Erskine Perry,London,,
Erskine Perry,aristocracy,,
Erskine Perry,political,,
George Michael Perry,ESL,,
George Michael Perry,London,,
George Michael Perry,Royal College of Surgeons,,
George Michael Perry,medical,,
S G F Perry,ASL,,
S G F Perry,Leeds Philosophical and Literary Society,,
S G F Perry,church,,
S G F Perry,country,,
Josef Anton Maximilian Perty,AI,,
Josef Anton Maximilian Perty,ESL,,
Josef Anton Maximilian Perty,Switzerland,,
Josef Anton Maximilian Perty,entomologist,,
Josef Anton Maximilian Perty,naturalist,,
Augustus Heinrich Petermann,ASL,,
Augustus Heinrich Petermann,Sweden,,
Augustus Heinrich Petermann,map maker,,
Horace William Petherick,AI,,
Horace William Petherick,ASL,,
Horace William Petherick,ESL,,
Horace William Petherick,London,,
Horace William Petherick,artist,,
George Petrie,ASL,,
George Petrie,Scotland,,
George Petrie,Society of Antiquaries of Scotland,,
George Petrie,legal,,
William Vesalius Pettigrew,ESL,,
William Vesalius Pettigrew,London,,
William Vesalius Pettigrew,medical,,
Arthur Phayre,AI,,
Arthur Phayre,Athenaeum Club,,
Arthur Phayre,Burmah,,
Arthur Phayre,ESL,,
Arthur Phayre,East India United Services Club,,
Arthur Phayre,London,,
Arthur Phayre,Mauritius,,
Arthur Phayre,administrative,,
Arthur Phayre,armed services,,
Barnet Phillips,ASL,,
Barnet Phillips,America,,
Barnet Phillips,American Jewish Historical Society,,
Barnet Phillips,armed services,,
Barnet Phillips,business,,
Barnet Phillips,journalist,,
Barnet Phillips,literary,,
Benjamin Phillips,ESL,,
Benjamin Phillips,London,,
Benjamin Phillips,Royal Society,,
Philip Phoebus,AI,,
Philip Phoebus,ASL,,
Philip Phoebus,ESL,,
Philip Phoebus,Germany,,
Philip Phoebus,medical,,
Edward Pick,ASL,,
Edward Pick,ESL,,
Edward Pick,London,,
Charles Pickering,AI,,
Charles Pickering,America,,
Charles Pickering,ESL,,
Charles Pickering,naturalist,,
Francois Jules Pictet,AI,,
Francois Jules Pictet,ASL,,
Francois Jules Pictet,ESL,,
Francois Jules Pictet,Geological Society,,
Francois Jules Pictet,Switzerland,,
Francois Jules Pictet,academic,,
Francois Jules Pictet,palaeontologist,,
Francois Jules Pictet,zoologist,,
Jonathan S Pidgeon,ESL,,
Jonathan S Pidgeon,London,,
George William Septimus Piesse,ASL,,
George William Septimus Piesse,London,,
George William Septimus Piesse,"Society for the Encouragement of Arts, Manufactures and Commerce",,
George William Septimus Piesse,academic,,
George William Septimus Piesse,business,,
Luke Owen Pike,ASL,,
Luke Owen Pike,Cannibal Club,,
Luke Owen Pike,London,,
Luke Owen Pike,New University Club,,
Luke Owen Pike,legal,,
Luke Owen Pike,literary,,
Bedford Pim,AI,,
Bedford Pim,ASL,,
Bedford Pim,London,,
Bedford Pim,Nicaragua,,
Bedford Pim,Royal Geographical Society,,
Bedford Pim,armed services,,
Bedford Pim,explorer,,
Bedford Pim,legal,,
Bedford Pim,political,,
Thomas Ryan Pinchis,ASL,,
Thomas Ryan Pinchis,London,,
Thomas Ryan Pinchis,Royal Society,,
Thomas Ryan Pinchis,medallist,,
W Pinkerton,ASL,,
W Pinkerton,London,,
W Pinkerton,Society of Antiquaries,,
James Pinnock,ASL,,
James Pinnock,London,,
John Plant,ASL,,
John Plant,Geological Society,,
John Plant,country,,
John Platts,AI,,
John Platts,ASL,,
John Platts,ESL,,
John Platts,India,,
John Platts,London,,
John Platts,academic,,
Charles Plummer,ASL,,
Charles Plummer,London,,
Charles Plummer,legal,,
Fenwick T Poole,ASL,,
Fenwick T Poole,London,,
Fenwick T Poole,legal,,
John Daniel Poole,ASL,,
John Daniel Poole,London,,
John Daniel Poole,medical,,
Matthew Conway Poole,AI,,
Matthew Conway Poole,ASL,,
Matthew Conway Poole,Burmah,,
Matthew Conway Poole,London,,
Matthew Conway Poole,armed services,,
Matthew Conway Poole,police,,
Reginald Stuart Poole,ASL,,
Reginald Stuart Poole,ESL,,
Reginald Stuart Poole,London,,
Reginald Stuart Poole,academic,,
Reginald Stuart Poole,museum work,,
George H Pope,ESL,,
George H Pope,London,,
George H Pope,New University Club,,
George H Pope,Society for Psychical Research,,
R Pope,ASL,,
R Pope,India,,
R Pope,armed services,,
W H Pope,Canada,,
W H Pope,ESL,,
W H Pope,legal,,
W H Pope,political,,
R B Porter,ASL,,
R B Porter,country,,
R B Porter,engineer,,
T Postans,ESL,,
T Postans,India,,
T Postans,Royal Asiatic Society,,
T Postans,Royal Geographical Society,,
T Postans,armed services,,
Joseph Legg Postlethwaite,AI,,
Joseph Legg Postlethwaite,ESL,,
Joseph Legg Postlethwaite,London,,
Joseph Legg Postlethwaite,country,,
George Pouchet,ASL,,
George Pouchet,France,,
George Pouchet,anatomist,,
George Pouchet,naturalist,,
Emil Arnold Praeger,ASL,,
Emil Arnold Praeger,artist,,
Emil Arnold Praeger,country,,
Emil Arnold Praeger,engineer,,
Henry Pratt,ASL,,
Henry Pratt,country,,
Henry Pratt,medical,,
Thomas Prendergast,APS,,
Thomas Prendergast,ESL,,
Thomas Prendergast,East India Club,,
Thomas Prendergast,London,,
Thomas Prendergast,business,,
Thomas Prendergast,linguist,,
Joseph Prestwich,AI,,
Joseph Prestwich,Athenaeum Club,,
Joseph Prestwich,ESL,,
Joseph Prestwich,Geological Society,,
Joseph Prestwich,Royal Society,,
Joseph Prestwich,Zetetical Society,,
Joseph Prestwich,business,,
Joseph Prestwich,country,,
Joseph Prestwich,geologist,,
Charles Sharp Price,ASL,,
Charles Sharp Price,London,,
David S Price,ESL,,
David S Price,London,,
David S Price,museum work,,
Frederick George Hilton Price,AI,,
Frederick George Hilton Price,ASL,,
Frederick George Hilton Price,Geological Society,,
Frederick George Hilton Price,Geologist's Association,,
Frederick George Hilton Price,London,,
Frederick George Hilton Price,London Topographical Society,,
Frederick George Hilton Price,Royal Geographical Society,,
Frederick George Hilton Price,Royal Numismatic Society,,
Frederick George Hilton Price,Society of Antiquaries,,
Frederick George Hilton Price,Zoological Society,,
Frederick George Hilton Price,banker,,
Lorenzo T C Price,AI,,
Lorenzo T C Price,ESL,,
Lorenzo T C Price,country,,
James Cowles Prichard,ESL,,
James Cowles Prichard,Institute of France,,
James Cowles Prichard,Royal Society,,
James Cowles Prichard,country,,
James Cowles Prichard,medical,,
Thomas Prichard,AI,,
Thomas Prichard,ASL,,
Thomas Prichard,Royal College of Physicians,,
Thomas Prichard,country,,
Thomas Prichard,medical,,
Henry jun Prigg,AI,,
Henry jun Prigg,ASL,,
Henry jun Prigg,academic,,
Henry jun Prigg,country,,
George Pringle,ASL,,
George Pringle,London,,
Thomas junr Pritchard,ASL,,
Thomas junr Pritchard,India,,
Thomas junr Pritchard,armed services,,
Thomas junr Pritchard,journalist,,
Thomas junr Pritchard,legal,,
Thomas junr Pritchard,literary,,
William T Pritchard,ASL,,
William T Pritchard,Mexico,,
William T Pritchard,Royal Geographical Society,,
William T Pritchard,country,,
William T Pritchard,diplomacy,,
James C Proctor,ASL,,
James C Proctor,Royal College of Surgeons,,
James C Proctor,medical,,
Alfred Pulford,AI,,
Alfred Pulford,ESL,,
Alfred Pulford,London,,
Hyde Pullen,ASL,,
Hyde Pullen,country,,
Arthur Giles Puller,AI,,
Arthur Giles Puller,Athenaeum Club,,
Arthur Giles Puller,ESL,,
Arthur Giles Puller,Society of Antiquaries,,
Arthur Giles Puller,country,,
Robert Pulsford,ESL,,
Robert Pulsford,country,,
Robert Pulsford,political,,
H Purdon,ASL,,
H Purdon,Ireland,,
H Purdon,medical,,
H S Purdon,ASL,,
H S Purdon,Ireland,,
H S Purdon,New York Dermatological Society,,
H S Purdon,medical,,
Bernard Quaritch,AI,,
Bernard Quaritch,ASL,,
Bernard Quaritch,London,,
Bernard Quaritch,Zoological Society,,
Bernard Quaritch,business,,
Bernard Quaritch,publisher,,
Lambert Adolphe Jacques Quetelet,AI,,
Lambert Adolphe Jacques Quetelet,Belgium,,
Lambert Adolphe Jacques Quetelet,ESL,,
Lambert Adolphe Jacques Quetelet,astronomer,,
Lambert Adolphe Jacques Quetelet,mathematician,,
Lambert Adolphe Jacques Quetelet,sociologist,,
Lambert Adolphe Jacques Quetelet,statistion,,
William Quin,ASL,,
William Quin,Africa,,
John Radcliffe,ASL,,
John Radcliffe,country,,
James Rae,AI,,
James Rae,ASL,,
James Rae,Chemical Society,,
James Rae,London,,
James Rae,Royal Geographical Society,,
Charles Rafn,Denmark,,
Charles Rafn,ESL,,
Charles Rafn,antiquarian,,
Charles Rafn,historian,,
Henry Raikes,ESL,,
Henry Raikes,country,,
Antonio Raimondi,ASL,,
Antonio Raimondi,Peru,,
Antonio Raimondi,academic,,
"A , jun Ramsay",AI,,
"A , jun Ramsay",ASL,,
"A , jun Ramsay",Geological Society,,
"A , jun Ramsay",London,,
Frank Ramsay,ASL,,
Frank Ramsay,America,,
Frank Ramsay,medical,,
George Ramsay,ESL,,
George Dalhousie Ramsay,ESL,,
George Dalhousie Ramsay,London,,
George Dalhousie Ramsay,administrative,,
George Dalhousie Ramsay,aristocracy,,
George Dalhousie Ramsay,political,,
John Ramsay,AI,,
John Ramsay,Athenaeum Club,,
John Ramsay,ESL,,
John Ramsay,Scotland,,
John Ramsay,Wyndham Club,,
John Ramsay,business,,
John Ramsay,political,,
William Francis Ramsay,AI,,
William Francis Ramsay,ASL,,
William Francis Ramsay,London,,
William Francis Ramsay,Royal College of Physicians,,
William Francis Ramsay,medical,,
Jabez Spence Ramskill,AI,,
Jabez Spence Ramskill,ASL,,
Jabez Spence Ramskill,London,,
Jabez Spence Ramskill,Royal College of Physicians,,
Jabez Spence Ramskill,medical,,
G C Rankin,ASL,,
G C Rankin,Conservative Club,,
G C Rankin,London,,
H  Fowler Ransford,ESL,,
H  Fowler Ransford,London,,
H  Fowler Ransford,business,,
H  Fowler Ransford,legal,,
Edwin Ransom,AI,,
Edwin Ransom,ASL,,
Edwin Ransom,Royal Agricultural Society,,
Edwin Ransom,Royal Asiatic Society,,
Edwin Ransom,Royal Geographical Society,,
Edwin Ransom,business,,
Edwin Ransom,country,,
Goday Naraen Gajapati Rao,AI,,
Goday Naraen Gajapati Rao,ASL,,
Goday Naraen Gajapati Rao,India,,
Goday Naraen Gajapati Rao,Ruler,,
Goday Naraen Gajapati Rao,political,,
Charles Ratcliff,AI,,
Charles Ratcliff,ASL,,
Charles Ratcliff,Athenaeum Club,,
Charles Ratcliff,ESL,,
Charles Ratcliff,Geological Society,,
Charles Ratcliff,Linnean Society of London,,
Charles Ratcliff,Royal Geographical Society,,
Charles Ratcliff,Royal Society of Literature,,
Charles Ratcliff,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Charles Ratcliff,Society of Antiquaries,,
Charles Ratcliff,armed services,,
Charles Ratcliff,country,,
Henry Rawlinson,AI,,
Henry Rawlinson,Athenaeum Club,,
Henry Rawlinson,ESL,,
Henry Rawlinson,London,,
Henry Rawlinson,Persia,,
Henry Rawlinson,Royal Society,,
Henry Rawlinson,armed services,,
Henry Rawlinson,political,,
James Rawson,ASL,,
James Rawson,country,,
James Rawson,medical,,
Richard Rayley,ESL,,
W H Read,ESL,,
W H Read,London,,
W H Read,Oriental Club,,
W H Read,Singapore,,
W H Read,business,,
Charles Reade,ASL,,
Charles Reade,ESL,,
Charles Reade,Garrick Club,,
Charles Reade,London,,
Charles Reade,legal,,
Charles Reade,literary,,
William Winwood Reade,ASL,,
William Winwood Reade,Conservative Club,,
William Winwood Reade,Geographical Society of Paris,,
William Winwood Reade,London,,
William Winwood Reade,Royal Geographical Society,,
William Winwood Reade,explorer,,
William Winwood Reade,historian,,
William Winwood Reade,philosopher,,
James Reddie,ASL,,
James Reddie,London,,
James Reddie,civil service,,
Richard Thompson Reep,ESL,,
Richard Reeve,ESL,,
Karl Bogislaus Reichert,ASL,,
Karl Bogislaus Reichert,Germany,,
Karl Bogislaus Reichert,anatomist,,
Lestock Robert Reid,AI,,
Lestock Robert Reid,Athenaeum Club,,
Lestock Robert Reid,ESL,,
Lestock Robert Reid,London,,
Lestock Robert Reid,"Society for the Encouragement of Arts, Manufactures and Commerce",,
Lestock Robert Reid,administrative,,
Ernest Renan,AI,,
Ernest Renan,ASL,,
Ernest Renan,Anthropological Society of Paris,,
Ernest Renan,ESL,,
Ernest Renan,France,,
Ernest Renan,Institute of France,,
Ernest Renan,academic,,
Ernest Renan,philosopher,,
Charles Jeremiah Renshaw,AI,,
Charles Jeremiah Renshaw,ASL,,
